2030920131185168325	5136	COMMITTEE TO PROTECT THE POLITICAL RIGHTS OF MINORITIES	OBAMA, BARACK
2030920131185168326	2173	COMMITTEE TO PROTECT THE POLITICAL RIGHTS OF MINORITIES	ROMNEY, MITT / RYAN, PAUL D. 
2030920131185168381	1107	COMMITTEE TO PROTECT THE POLITICAL RIGHTS OF MINORITIES	OBAMA, BARACK
2030920131185168484	2801	AFL-CIO 	ROMNEY, MITT / RYAN, PAUL D. 
2030920131185168513	3212	AFL-CIO 	OBAMA, BARACK
2030920131185168517	5069	AFL-CIO 	ROMNEY, MITT / RYAN, PAUL D. 
2030920131185168552	14417	AFL-CIO 	OBAMA, BARACK
2030920131185168553	1311	AFL-CIO 	OBAMA, BARACK
2030920131185168556	55823	AFL-CIO 	ROMNEY, MITT / RYAN, PAUL D. 
2030920131185168557	1066	AFL-CIO 	ROMNEY, MITT / RYAN, PAUL D. 
2030920131185168599	8045	AFL-CIO 	OBAMA, BARACK
2030920131185168606	6617	AFL-CIO 	ROMNEY, MITT / RYAN, PAUL D. 
2030920131185168650	5883	AFL-CIO 	OBAMA, BARACK
2030920131185168652	7989	AFL-CIO 	ROMNEY, MITT / RYAN, PAUL D. 
2030920131185168783	5935	AFL-CIO 	OBAMA, BARACK
2030920131185168784	15067	AFL-CIO 	OBAMA, BARACK
2030920131185168785	340997	AFL-CIO 	OBAMA, BARACK
2030920131185168786	3652	AFL-CIO 	OBAMA, BARACK
2030920131185168802	15067	AFL-CIO 	ROMNEY, MITT / RYAN, PAUL D. 
2030920131185168803	134854	AFL-CIO 	ROMNEY, MITT / RYAN, PAUL D. 
2030920131185168804	6655	AFL-CIO 	ROMNEY, MITT / RYAN, PAUL D. 
2030920131185168888	2964	AFL-CIO 	OBAMA, BARACK
2030920131185168892	4231	AFL-CIO 	ROMNEY, MITT / RYAN, PAUL D. 
2030920131185168913	1089	AFL-CIO 	OBAMA, BARACK
2030920131185168941	5392	AFL-CIO 	OBAMA, BARACK
2030920131185168942	1600	AFL-CIO 	OBAMA, BARACK
2030920131185168946	8678	AFL-CIO 	ROMNEY, MITT / RYAN, PAUL D. 
2030920131185169118	715160	AFL-CIO 	OBAMA, BARACK
2030920131185169144	87333	AFL-CIO 	ROMNEY, MITT / RYAN, PAUL D. 
2030920131185169231	4329	AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES AFL-CIO	ROMNEY, MITT / RYAN, PAUL D. 
2030920131185169234	4317	AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES AFL-CIO	ROMNEY, MITT / RYAN, PAUL D. 
2030920131185169238	39757	AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES AFL-CIO	ROMNEY, MITT / RYAN, PAUL D. 
2030920131185169239	21260	AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES AFL-CIO	ROMNEY, MITT / RYAN, PAUL D. 
2030920131185169251	22518	AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES AFL-CIO	ROMNEY, MITT / RYAN, PAUL D. 
2030920131185169252	20636	AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES AFL-CIO	ROMNEY, MITT / RYAN, PAUL D. 
2030920131185169264	3028	AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES AFL-CIO	OBAMA, BARACK
2030920131185169303	17483	CALIFORNIA STATE COUNCIL OF SERVICE EMPLOYEES	OBAMA, BARACK
